identifier,comment,SDES_CompositionFormula,SDES_Dimension,SDES_FormalCharge,SDES_LatticeVolume
COHSID,,Mo10 P4 O46,0.0,-10.0,1757.3024840704174
COHXOM,,Al12 P12 O52,3.0,0.0,1307.0379900034197
COJVEF,,In5 P8 H2 C4 O32,3.0,-4.0,1027.4642791818555
COJVIJ,,In5 P8 H2 C4 O32,3.0,-4.0,1032.3265522451081
COKJES,,Mo4 H6 C4 Cl8 O12,0.0,-6.0,1346.279897912091
COKZAG,,Co4 P4 H8 C8 O28,2.0,-4.0,955.2158802463189
COKZEK,,Co4 P4 H8 C8 O28,3.0,-4.0,960.4277934942385
COKZIN,,Mo40 P16 O184,0.0,-40.0,8978.759692428555
COLSIG,,Mo8 O26,0.0,-4.0,1116.29337183209
COLZEJ,,V16 P8 O64,2.0,-8.0,2029.1525791870781
COQNIF,,Mn2 Al6 P8 O32,3.0,0.0,1285.9516964668649
COVCAU,,Mo48 P4 O160,0.0,-12.0,5214.340368363854
COVJUV,,Cu4 C32 Cl48 O32,0.0,-8.0,3118.086118849437
COVMOQ,,U4 C16 O36,2.0,0.0,1201.3197923792343
COXHED,,Co8 C24 O48,3.0,-6.0,3689.3143965803592
COXHIH,,Ni8 C24 O48,3.0,-6.0,3588.955896632626
COXHON,,Fe8 C24 O48,3.0,-6.0,3786.422685320648
COXYAP02,,Cr8 O28,0.0,-8.0,1410.5289551067
COZCUS,,Co1 Mo12 P8 H4 O62,0.0,-6.0,2148.0635743538746
COZDAZ,,Ni1 Mo12 P8 H10 O62,0.0,-6.0,2115.857248459337
COZDED,,Cd1 Mo12 P8 H4 O62,0.0,-6.0,2019.9778076047146
CUBVAX,,V2 Se4 O16,1.0,-4.0,550.8735884060751
CUHCIR,,Al8 P10 H2 O40,2.0,-4.0,1381.4643975150077
CUHQIG,,K4 Si4 Ru8 W40 Cl8 O158,1.0,-16.0,5790.91228783322
CUJFEU,,Sr4 Mn8 Mo72 P24 H16 O300,2.0,-16.0,8717.037140322
CUJYAJ,,Ni1 Mo6 O24,0.0,0.0,815.0873114764017
CUMCES,,La4 C32 O36,0.0,-4.0,1653.624458057029
CUMCIW,,Ce4 C32 O36,0.0,-4.0,1639.3275252617548
CUMCOC,,Pr4 C32 O36,0.0,-4.0,1626.6473682284632
CUMCUI,,Nd4 C32 O36,0.0,-4.0,1618.276168552488
CUMDAP,,Sm4 C32 O36,0.0,-4.0,1603.1627630332416
CUMNEG,,Cu8 Mo40 P16 O200,1.0,-32.0,8177.41147952995
CUNQEJ,,Co8 P8 H16 C16 O64,3.0,-10.0,1775.29482780045
CUNQIN,,Zn8 P8 H16 C16 O64,3.0,-8.0,1788.2236140918872
CUNQOT,,Mn4 P4 H12 C4 O28,3.0,-4.0,829.6946603001201
CUNQUZ,,Cd4 P4 H12 C4 O28,3.0,-4.0,863.7499751378422
CUNXIS,,Al12 P12 O52,3.0,0.0,1331.489848898715
CUPBEW,,In2 P4 H6 C2 O20,2.0,-2.0,512.6469794792312
CURPIQ,,Fe8 H32 C32 O80,0.0,-8.0,3193.205123196439
CUTGEE,,Co4 P8 H8 O24,3.0,-8.0,1200.70207032
CUTGII,,Co4 P8 H8 O24,3.0,-8.0,1197.4728872
CUWTEV,,Fe4 C12 O24,2.0,-4.0,1134.5352542222915
CUWTIZ,,Mg4 C12 O24,2.0,-4.0,1107.6667427515772
CUXDUU,,Ga8 P8 H1 O34,3.0,0.0,930.7000964526371
DABKIA,,V4 H16 C16 O40,0.0,-4.0,1634.5133790479997
DABZUE,,V4 H8 C16 O40,0.0,-8.0,2383.354199831523
DADTOS,,Mn6 H18 C18 O36,3.0,-3.0,1377.020266864865
DADTUY,,Co6 H18 C18 O36,3.0,-15.0,1293.7907416480032
DADVAG,,Ni6 H18 C18 O36,3.0,-15.0,1293.7907416480032
DADXEO,,Cu16 H36 S16 O88,1.0,-8.0,2566.8026891535606
DAGBUL,,Al2 Mo12 H12 O48,0.0,-6.0,2152.1922497834576
DAHNAC,,Zn4 W48 O160,0.0,-24.0,6679.411634878323
DAHNOQ,,Nd8 H16 C32 O72,3.0,-10.0,2444.2912960754193
DAHYUH,,Mn4 Mo24 H24 O96,0.0,-8.0,2777.4553374921015
DAHZOC,,Si2 Mo24 O80,0.0,-8.0,3540.2441973006003
DAKNOT,,Ge26 H6 O60,3.0,-8.0,2001.5622217998898
DALROA,,Fe8 C16 Cl16 O32,1.0,-8.0,1900.3978841901862
DALRUG,,K2 Fe2 H4 C4 Cl6 O10,3.0,-1.0,546.543568382326
DALSAN,,Fe8 H4 C16 Cl8 O36,3.0,-4.0,1571.789292666757
DALSER,,Fe16 C32 Cl16 O72,3.0,-18.0,3246.7528488780003
DAMYEW,,Nd6 N36 O108,0.0,-18.0,10769.980164246974
DAQNUE,,Cu2 Mo12 As12 O60,0.0,-8.0,2359.2837921088535
DAQVOH,,Re4 O16,0.0,-4.0,1487.0994189557377
DATTEY,,Mo16 O52,0.0,-8.0,1815.8438819707546
DATTIC,,Mo32 O104,0.0,-16.0,4261.231310411802
DATTOI,,Mo16 O52,0.0,-8.0,1687.700403953025
DAVWUT,,Zn6 P8 O32,2.0,-10.0,1723.3829001918293
DAXNIA,,Zn6 H18 C18 O36,3.0,-3.0,1282.5732704575244
DAYGES,,V20 O56,0.0,-12.0,3885.7061330762945
DAYGIW,,Li4 V20 H24 O68,0.0,-8.0,3834.0162506569714
DAYKOE,,Ce4 H8 S12 O52,2.0,-12.0,1708.976897252585
DCHXMO,,Mo4 O16,0.0,-8.0,2772.9407014
DEBQOT,,Mn24 P32 H32 O96,3.0,-12.0,4756.52169891
DECDUN,,In8 C32 O64,3.0,-8.0,2741.657715601419
DECGAW,,In4 H24 C8 O28,1.0,4.0,1956.5975584513021
DECXUF,,P8 W72 O248,0.0,-24.0,6721.6617172589795
DEDNIK,,Zn5 P6 H6 O22,2.0,-3.0,983.7229015629697
DEDPOT,,U8 Cr12 O68,2.0,-8.0,2183.1737854985086
DEDPUZ,,U3 Cr2 O18,2.0,-2.0,682.4286947246474
DEFPIO,,V20 O56,0.0,-12.0,2551.6816582383863
DEFPOU,,Mo20 P8 O92,0.0,-24.0,4652.101741868642
DEFPUA,,Mo48 P4 O160,0.0,-12.0,4660.201816901789
DEJBAY,,Mo24 P2 O80,0.0,-6.0,2752.9643413932595
DEJHOS,,Fe4 P2 W18 O70,0.0,-8.0,2012.3805713162774
DEJRIW,,Mo16 O52,0.0,-8.0,1638.4681738215224
DELNEO,,Cu4 H8 C16 O36,0.0,-8.0,1135.4427925451396
DELNIS,,Co1 P4 H8 O16,0.0,-2.0,696.761324431668
DELSIX,,Mo8 O26,1.0,-4.0,967.6734752197452
DELYOJ,,V40 H8 O112,0.0,-16.0,3117.2994230602085
DEPJIR01,,Zn4 H12 C12 O24,3.0,-4.0,839.3888094210001
DEPQEV,,Sn4 P4 O16,2.0,-4.0,651.5106198658341
DEPQIZ,,Sn8 P8 O32,2.0,-8.0,1519.7395409139237
DEPQOF,,Sn8 P8 O32,2.0,-8.0,1435.745673119553
DETLIA,,Mn4 Mo24 P16 H30 Pb2 O128,1.0,-10.0,4173.41673449697
DETLOG,,Ni8 Mo48 P32 Pb4 O256,3.0,-12.0,7936.134147179363
DETLUM,,Co8 Mo48 P32 Pb4 O256,3.0,-12.0,8010.487460342695
DETMAT,,Cd8 Mo48 P32 Pb4 O256,3.0,-12.0,8299.848542783951
DEWVAD,,Mo32 O104,0.0,-16.0,3901.7207531853064
DEXSEF,,Cr2 O6 F2,0.0,-2.0,561.5877334176541
DIBMOS,,Al4 B20 O40,3.0,-8.0,1536.2342596342767
DIDLOU,,V2 Co2 Mo18 O66,0.0,-10.0,2766.9864255169036
DIFVAP,,Te2 W12 O48,0.0,-12.0,2333.8620591448976
DIFYAS,,Te8 W24 O120,0.0,-24.0,5101.931217910318
DIKZIH,,Al4 P8 H12 O28,1.0,-8.0,1164.2004786180062
DIMWED,,Al40 P56 O232,2.0,-34.0,5681.795175818551
DINCIP,,V24 H24 Se48 O168,3.0,-16.0,5114.490531257846
DINRUQ,,P4 W36 O124,0.0,-12.0,4653.434705461129
DIPGAM,,V20 O56,0.0,0.0,3302.5160911396106
DIPVIK,,V20 W4 S24 O140,0.0,-24.0,5439.9893132100015
DIRBIP,,Ga12 P12 H4 O52,3.0,-4.0,1369.8166949972829
DISSOO,,Zn12 P16 H12 O64,3.0,-12.0,1822.7353339116178
DISSUU,,Zn6 P8 H6 O32,3.0,-6.0,1030.6818962614889
DISTAB,,Zn40 P48 H32 O192,3.0,-36.0,7709.351536180053
DIVMEB,,Eu4 H16 C4 Se4 O32,2.0,0.0,902.3614692012196
DIVMIF,,Dy4 H16 Se4 C4 O32,2.0,0.0,883.8185636412165
DIVMOL,,Yb4 H16 C4 Se4 O32,2.0,0.0,861.7280516544787
DIVMUR,,Er4 C12 Se4 O40,3.0,-8.0,1295.7871696838615
DIVNAY,,Y4 C12 Se4 O40,3.0,-8.0,1305.329554956978
DIVNIH,,Nd4 C6 S4 O36,3.0,-2.0,855.1863849284077
DIXHIC,,Zn6 P8 H6 O32,3.0,-6.0,932.9245733978561
DIZFOH,,Mo20 O68,0.0,-16.0,2304.250956160162
DIZJUT,,Mo36 As6 O124,0.0,-12.0,4091.4277403424508
DIZYER,,Cu2 N8 O24,0.0,-4.0,667.3036064297374
DOBKOV,,Zn16 Mo56 O264,0.0,-16.0,8121.241905162892
DODQOD,,V4 As4 H4 O20 F4,2.0,-4.0,658.7072403492875
DODQUJ,,V4 As4 H4 O20 F4,2.0,-4.0,623.4463753407335
DODRUJ,,Ga12 P12 O52,3.0,-8.0,1351.4223947919904
DOHDOU,,Mg6 H18 C18 O36,3.0,0.0,1299.5987100727632
DOLFIV,,Cu8 C24 O48,2.0,-8.0,2516.6195416800006
DOMJIZ,,Ge4 C24 O48,0.0,-8.0,2562.445084111291
DOMJOF,,Ge4 C24 O48,0.0,-8.0,2937.2359380933476
DONXOW,,Mn32 H32 C32 S32 O208,3.0,-32.0,7039.006429897578
DOPZUF,,Pr4 H8 S12 O52,2.0,-12.0,1713.4447346922736
DOWQIP,,Zn20 P16 O64,3.0,-8.0,1774.5176292933309
DOWYAP,,Co4 P8 H8 O32,1.0,-8.0,1248.0373986605161
DOWZUK,,Co4 P8 H8 O32,1.0,-8.0,1310.6795336755742
DUBBEI,,Er12 P8 H16 C44 O120,3.0,0.0,3915.737118385113
DUCDOV,,V10 O28,0.0,-5.0,2015.5808440606725
DUFBEN,,Si2 Mo24 O80,0.0,-8.0,2779.278833605621
DUHGET,,Cu1 C4 O8,0.0,-2.0,331.9287844534568
DUJGEX,,Mo10 P4 H4 O46,0.0,-8.0,2340.5246834014265
DUKMOL,,Mo8 O26,0.0,-4.0,1001.8091454881938
DUMBET,,Co1 P4 H4 O14,1.0,-2.0,749.2824635786565
DUMFAT,,Cr4 Cl4 O12,0.0,-4.0,661.3135481563601
DUQYEU,,Dy4 H8 C16 O36,3.0,-4.0,1347.7737397575218
DURPEM,,Mo24 S24 Cl24 O156,0.0,-48.0,9063.98490581781
DUSWAP10,,Si24 O48,3.0,0.0,1216.2930036400003
DUWQUJ,,Mg4 P4 H12 C4 O28,3.0,-4.0,682.2353296893342
DUWRAQ,,Mg4 P2 H6 C6 O22,3.0,-2.0,554.0429045436422
DUWREU,,Mg8 P8 H16 C16 O64,3.0,-10.0,1786.7448926352913
DUWROE,,Mg16 P12 H24 C32 O112,3.0,-12.0,3603.1249303918353
DUWRUK,,Mg4 P3 H5 C8 O28,3.0,-4.0,842.8998308042096
DUWSAR,,Mg4 P4 H10 C8 O34,3.0,-6.0,1163.0665418554524
DUWTAS,,Mg4 P4 H12 C4 O28,3.0,-4.0,742.3724384423518
DUXNIU,,V252 As144 O756,0.0,-72.0,24430.348078728235
DUZKIT,,Dy2 H20 N4 O22,0.0,2.0,2811.51527388318
EBEWUG,,Zn54 P72 H54 O216,3.0,-36.0,13007.30811301275
EBEXAN,,Zn54 P72 H36 O216,3.0,-36.0,12708.906311216671
EBEXER,,Zn54 P72 H54 O234,3.0,-36.0,12362.861431622043
EBEXIV,,Zn54 P72 H54 O216,3.0,-36.0,13615.982973592218
EBEXOB,,Zn54 P72 H72 O216,3.0,-36.0,12055.771258903678
EBEXOY,,Al12 P16 O64,2.0,-12.0,2459.9594171474614
EBITAL,,Be12 P16 H16 O48,3.0,-8.0,1521.1818654083004
ECAMIG,,U8 P12 H12 O52,2.0,-8.0,2318.329901588135
ECAVEK,,Ge20 O40,3.0,0.0,1127.886288857549
ECAVIO,,Ge20 O40,3.0,0.0,1128.7441100180004
ECIYEU,,Al12 P12 H4 O52,3.0,-4.0,1306.2228703086266
ECIZAS,,Nd4 P4 W34 O140,2.0,-8.0,3728.3222634228405
ECIZEW,,La4 P4 W34 O140,2.0,-8.0,3749.2565703808687
ECIZIA,,Eu4 P4 W34 O140,2.0,-8.0,3720.9586812592224
ECODOQ,,Ga12 P16 H16 O48 F16,3.0,-12.0,1836.5135052509866
ECOFAE,,Zn16 Co4 P24 H24 O88,2.0,-8.0,2542.3163519813365
ECOLOX,,U10 P8 O52,3.0,-4.0,1394.3021005043463
ECONIU,,Ti4 P6 O24 F2,3.0,-2.0,580.381177331709
ECULOF,,Mn8 Cr8 H24 C48 Cl4 O108,1.0,-12.0,6334.363425654226
ECULUL,,Cr4 Co4 H8 C24 Cl4 O52,1.0,-8.0,3159.85624349046
ECUZOS,,K2 Mo8 O26,2.0,-2.0,919.3522995297169
EDEPOS,,Ga4 P8 H8 O32 F4,1.0,-12.0,1189.376371048
EDIKEH,,Y2 H4 C8 O18,3.0,-2.0,648.4829397262258
EDIKIL,,Y4 C16 O32,3.0,-4.0,1312.0956374891293
EDOVOJ,,Al8 P8 H8 O40,2.0,-8.0,2001.949654266689
EDOYOL,,Co20 P20 O80,3.0,-16.0,2618.5109233606054
EDOYUR,,B8 Mo48 P32 O248,0.0,-32.0,7978.531508909898
EDUKIZ,,Mo4 O8 F12,0.0,-8.0,980.3180536022584
EDUQIE,,Cr8 O28,0.0,-8.0,1603.3394975044635
EFAHAX,,Cr4 O14,0.0,-4.0,983.7861046234385
EFILUA,,Ga24 P24 O104,3.0,-8.0,2709.980742815
EFIMUB,,Be8 P8 O32,3.0,-8.0,836.8812041930329
EFOMOC,,P4 W48 O160,0.0,-8.0,4845.940020207
EGEQIQ,,Al39 P54 O216,2.0,-48.0,11496.939844155308
EGIRUI,,Na2 Mo14 H4 O52,0.0,-10.0,2429.811151558129
EGOHOY,,P2 W24 O80,0.0,-6.0,2755.2977134978278
EGUBOY,,V10 Zn4 H28 O42,3.0,-2.0,980.0760994621853
EHACUL,,Mo16 O52,1.0,-8.0,1504.4356797215241
EHADAS,,Mo36 O120,1.0,-24.0,3297.597967146783
EHADEW,,Mo40 O132,1.0,-26.0,3757.6905183319736
EHAGEA,,Na3 Al3 H18 C18 O36,3.0,-11.0,1353.0304542352799
EHAXIU,,La4 H8 C16 O36,2.0,-4.0,1101.4956793003932
EHAXOA,,Nd8 H16 C32 O72,2.0,-8.0,1977.34596229248
EHIBIH,,Ge2 B8 O18,3.0,-4.0,502.4738354018131
EHUJOH,,Zn4 P4 H4 Cl4 O16,2.0,-4.0,899.8361846683423
EJATIS,,Fe6 P8 H2 O34,3.0,-4.0,854.4811772731166
EJEBUR,,Mo20 P8 O92,0.0,-18.0,3720.0836531308228
EJEWAT,,Cu2 H16 S4 O24,0.0,-4.0,1193.6633512394505
EJUVIO,,Zn32 P24 O96,3.0,-8.0,2466.3924822618205
EJUVOU,,Zn20 P16 O64,3.0,-8.0,1754.802397803
EKEPUF,,U8 S16 O80,2.0,-15.0,2710.09538246232
EKEQAM,,U2 S4 O20,1.0,-4.0,813.4979870372212
EKIDAD,,Ga24 P24 O104 F8,3.0,-16.0,2951.9069983042646
EKIVIE,,Al8 B40 O80,3.0,-16.0,2796.0759636377607
EKIVOK,,Al2 B10 O20,3.0,-4.0,754.0196301958812
EKUPUX,,Co2 P4 W32 O114,0.0,-12.0,4487.0176223829
ELEJEM,,Cu8 C32 O64,0.0,-16.0,3839.425996636762
ELIYAA,,Co1 Mo1 P2 H4 O12,2.0,-2.0,310.84649708328357
ELOHOC,,U20 H8 S32 O172,2.0,-24.0,5032.097405452385
ELOHUI,,U8 H12 S16 O84,2.0,-12.0,2756.2026228883906
ELOJAQ,,Zr4 Ge12 H4 O36 F4,2.0,-8.0,2076.5373485260516
ELOJIY,,Zr4 Ge12 O36,3.0,-8.0,1139.2891886940397
ELOJOE,,Zr4 Ge12 O36,3.0,-8.0,1155.2084126517718
EMAJIL,,In2 C10 O20,2.0,-4.0,756.263233361081
EMAKIM,,Li2 H8 Se2 O12,0.0,-2.0,383.1436726218552
EMAKOS,,Li4 H16 Se4 O24,0.0,-4.0,828.8881211015587
EMAQUE,,Si4 Mo48 O160,0.0,-16.0,4252.560881157056
EMIXOO,,Mo16 O52,0.0,-8.0,2123.055984555182
EMODEP,,Zn4 C12 O24,2.0,-4.0,993.9555365180545
EMODIT,,Zn4 P8 O32,1.0,-8.0,1310.0937628328875
EMODOZ,,Zn20 P20 O80,3.0,-20.0,2686.5325106908404
EMOKUN,,V8 Si4 Mo48 O168,1.0,0.0,4987.334427370214
EMORED,,U4 Mo8 O40,2.0,-8.0,1203.1353543913162
EMOSII,,Mo15 P6 O69,0.0,-12.0,2490.809007120561
EMOSOO,,Zn20 P16 O64,3.0,-8.0,1818.00668224912
ENEBUV,,Zn4 Mo28 O116,0.0,-16.0,5011.152707277602
ENIFIR,,Ga4 S12 O48,1.0,-14.0,1237.9276784521433
ENIFOX,,Ga4 H4 S8 O36,1.0,-8.0,1045.0900917118981
ENIFUD,,Ga4 H16 S8 O40,2.0,-4.0,979.5655969303173
ENIGAK,,Ga2 H8 S4 O20,1.0,-2.0,516.8565143632367
ENIYEG,,Yb2 H8 N8 O28,0.0,-2.0,1408.983886289831
ENOGAQ,,U2 S4 O22,1.0,-2.0,726.8898004865043
ENOGEU,,U2 S4 O20,1.0,-4.0,1155.0496539522296
ENUHOL,,Te2 W12 O48,0.0,-12.0,1883.8741996697086
EPERAU,,Cu6 P8 O24 F8,2.0,-4.0,892.2769187938512
EPEREY,,Cu4 P6 O16 F10,1.0,-4.0,686.6441994043582
EPERUN,,Be24 As24 H24 O104,3.0,-8.0,2781.016055210925
EPESEY,,Be32 As32 H16 O136,3.0,-18.0,3403.5713775125046
EPESOI,,Be32 As40 O160,3.0,-26.0,4703.084228175902
EPEYEF,,Cu4 P4 O12 F8,2.0,-4.0,710.3309627886448
EQOZIU,,W36 S4 O128,0.0,-16.0,4757.858248648729
ERETUS,,Mn6 Si2 W18 O76,0.0,-12.0,2423.952050003862
ESIVOS,,Al16 P20 H8 O80,3.0,-4.0,2792.3077226169844
ESIVUY,,Al8 P12 H4 O48,2.0,-4.0,1413.8241107752337
ETAKUG,,Mn8 C24 O48,2.0,-4.0,2509.2258039380067
ETECEN,,Zn12 H48 C16 O60,2.0,8.0,2542.4775978527427
ETECIR,,In16 C80 O160,3.0,-32.0,6156.092913026929
ETECOX,,In16 C48 S16 O160,3.0,-32.0,6083.704850731964
ETECUD,,Co12 H56 C16 O60,2.0,8.0,2549.77008972075
ETEDAK,,Mn4 C12 O24,2.0,-4.0,2139.448743826927
ETEXEI,,Zn12 P16 H16 O48,3.0,-8.0,2245.556832465169
ETODIA,,Cr6 O20,0.0,-4.0,689.2555361230961
ETUWEW,,Sm4 H8 C16 O36,3.0,-4.0,1386.299597818508
ETUWIA,,Y4 H8 C16 O36,3.0,-4.0,1336.0044237075988
ETUXEW,,Zn12 P16 H16 O48,3.0,-8.0,1939.3461407422506
ETUYAT,,Zn4 Se8 O24,1.0,-8.0,1128.3589966621919
EVOTEQ,,Mo72 S6 O240,0.0,-18.0,5951.498276190193
EWAVIH,,Zn12 P12 H4 O48,2.0,-8.0,1467.0284745678787
EWAVON,,Zn4 P8 H8 O32,1.0,-8.0,1087.1494964300725
EWECIS,,La8 H32 S16 O80,2.0,-8.0,3548.8109604729602
EWERUT,,V4 Se8 O28,2.0,-8.0,989.895658487521
EWILAY,,Mo20 O64,2.0,-8.0,1564.1925457965804
EWILEC,,Mo20 O64,2.0,-10.0,1628.941204481039
EWILIG,,Mo16 O52,0.0,-8.0,1671.1376832578694
EWILUS,,Mn2 C6 O12,2.0,-4.0,826.6018227135177
EWULOY,,Ni64 As32 H64 W288 O1120,0.0,-160.0,46484.59405824
EWUYIG,,Zn4 C12 O24,2.0,-6.0,1103.2265302965102
EXABUC,,Zn8 C24 O48,2.0,-8.0,2073.0400902283245
EXAQUR,,P4 W36 O124,0.0,-24.0,3849.685911919219
EXEJUM,,La4 H12 Se8 O38,3.0,-4.0,1028.7219120384586
EXELUO,,Zn4 P8 H8 O24,1.0,-8.0,1163.090880357798
EXOTUG,,Mo20 O64,2.0,-6.0,2967.56821723961
EXOYAR,,Al2 P4 H2 O16,1.0,-4.0,755.7523399562695
EXUBOQ,,V24 B80 O200,0.0,-32.0,5810.438419309753
EXUYIG,,Co16 B32 P48 H16 O208,3.0,-32.0,5000.073426248001
EYAFEP,,Zn6 P8 O32,3.0,-6.0,979.1682193687287
EYAFUH,,Cu4 H1 C14 O28,2.0,-6.0,1568.4346564361438
EYAGES,,Cu16 C48 O96,2.0,-16.0,5052.49431520121
EYAGIW,,Cu4 C16 O32,1.0,-8.0,1884.1682217178643
EYAGOC,,Cu4 C12 O24,2.0,-4.0,1217.8028808463414
EYAHOD,,Cu2 C8 O16,1.0,-4.0,912.0106684986491
EYAHUJ,,Cu16 C64 O128,1.0,-32.0,7919.264651137616
EYAJUL,,Cu4 C16 O32,1.0,-8.0,2162.811717100382
EYAKOG,,Cu8 C24 O48,2.0,-8.0,3390.0095088213943
EYAKUM,,Cu1 C4 O8,0.0,-2.0,311.38130193122026
EYALEX,,Cu2 H8 C8 O20,0.0,-4.0,735.0793715708076
EYALOH,,Cu8 C40 O80,0.0,-24.0,6486.181371968001
EYAYEK,,Cu2 C8 O16,0.0,-4.0,1093.0455200437802
EYOSAM,,Np8 Cr12 O68,2.0,-8.0,2138.92938285
EYOYUO,,Mn4 C12 O24,2.0,-4.0,1174.6646429498144
EZENIG,,Zn16 P16 H8 O56,2.0,-8.0,2009.5315516713483
EZOXIB,,V56 P4 O168,0.0,-24.0,5041.961927616801
FACMOM,,Ga4 P12 H8 O44,1.0,-10.0,1238.8905741000071
FAFHAX,,V60 Si24 O192,0.0,-24.0,6982.927169250866
FAFHEB,,V60 Ge24 O192,0.0,-24.0,6993.931072771163
FAGNEH,,V20 H4 O56,0.0,-8.0,2213.0059661552673
FAHBIC,,Dy4 H16 C16 O32,3.0,-4.0,1064.372431611904
FAHYIX,,U2 H4 S4 O22,1.0,-4.0,673.7887831343834
FAHYOD,,U4 S4 O24 F4,2.0,-4.0,804.8870412460174
FALGUW,,Sm4 H8 S12 O52,2.0,-10.0,1676.5242772918475
FALYUN,,Ga5 P6 H2 O26,3.0,-4.0,732.316112112971
FANMUE,,V68 Si24 O208,1.0,-32.0,7472.554718685111
FAPGEI,,U2 C10 O24,0.0,-6.0,936.2478511951064
FAQCEG,,Cr4 O16,0.0,-8.0,1245.384948977469
FAQCIK,,Mo4 O16,0.0,-8.0,1287.9844979456082
FAQGIO,,Sc8 P8 H8 O32 F24,3.0,-18.0,1723.335742518002
FARVIE,,Ti4 P8 H6 O32,2.0,-2.0,736.2037023747986
FASHEN,,U4 As4 O24,2.0,-4.0,936.4522206645144
FASHIR,,U8 As8 H4 O48,2.0,-4.0,1790.7166259558867
FASHOX,,U10 P8 O54,3.0,-4.0,1397.3169793276734
FASMIW,,Zn2 P2 H2 Cl2 O8,1.0,-2.0,311.60588691921413
FATZAC,,Ni1 P4 H6 O16,0.0,-4.0,618.5709920456516
FAVWUW,,Zn4 P12 H20 O48,1.0,-8.0,1632.2888318241853
FAWLOF,,Cr2 O8,0.0,-4.0,785.097451645793
FAXMIB,,Mo16 O52,0.0,-8.0,1896.1676494117298
FAXSOP,,Mn2 H4 C2 S2 O14,2.0,-2.0,439.00386501920656
FAXSUV,,Mn4 C10 S2 O28,2.0,-6.0,1239.4569078672002
FAXTAC,,Mn4 H12 C6 S4 O34,2.0,-6.0,1092.1435195291251
FEJDEE,,Zn6 P8 H8 O24,3.0,-3.0,933.3127990298354
FEJDII,,Zn6 P8 H8 O24,3.0,-4.0,1038.9158296279734
FELFEK,,Cd4 H4 C4 S4 O22,2.0,-4.0,792.9715979552096
FELJEO,,Zn8 H16 C4 S8 O40,3.0,-4.0,1096.6366551150004
FELJUD,,U8 As8 O32 F24,3.0,-4.0,1640.7992389112896
FELKAK,,U16 As16 O64 F32,3.0,0.0,2473.2491836946406
FEPBEI,,Ge12 B8 H8 O44,2.0,-8.0,1582.3203303050223
FEPBIM,,Ge12 B8 H8 O44,2.0,-8.0,2231.489587696128
FEPQEW,,Ti8 P12 H24 O56,3.0,0.0,1338.59195019
FEQBIM,,U12 Mo20 O104,2.0,-20.0,3472.8227556749994
FEQBOS,,U8 Mo8 H8 O56,2.0,-8.0,1818.5495280670634
FEQBUY,,U2 Mo4 O20,2.0,-4.0,634.94315079534
FEQCAF,,U8 Mo16 O80,2.0,-16.0,2992.732050087
FERWOR,,In8 H16 C16 S12 O88,3.0,-16.0,2898.9624704169873
FESCIS,,Mn4 C8 S4 O32,3.0,-8.0,1157.9932783973097
FESTUT,,Zn12 P16 H16 O48,3.0,-8.0,1790.8607007777282
FESVAB,,Zn36 P48 H48 O144,3.0,-28.0,4796.853482080931
FESXIL,,Zr4 P8 O32,2.0,-2.0,1213.42113528
FEVBAM,,Mn12 P36 H72 O72,3.0,-12.0,3551.850474290492
FEVYIP,,Ga24 P28 H16 O128,2.0,-16.0,3668.094195285562
FEVYOV,,Ga16 P20 H16 O88,2.0,-14.0,2397.930949221085
FEWROP,,Mo72 O256,0.0,-16.0,8164.20972230722
FEXGAT,,Al4 P4 H4 O22,2.0,0.0,614.2700586678322
FEXGEX,,Al4 P4 O20,2.0,-4.0,600.2627769356098
FEXGIB,,Al4 P4 O18,2.0,-4.0,564.4804763341758
FEZXIS,,Fe12 H100 C56 O68,0.0,0.0,3268.9710573960606
FEZXOY,,Fe12 H100 C56 O68,0.0,0.0,3175.229701165419
FIBNAF,,Np1 N6 O18,0.0,-2.0,879.1874278623329
FICTAN,,Mo40 P16 H16 O184,0.0,-32.0,5773.257804981481
FICXUL,,Fe4 S12 O48,1.0,-12.0,1491.421986213979
FICYAS,,Fe4 H4 S8 O36,1.0,-8.0,1539.7004940505844
FIGFOR,,Zn6 B6 P12 O48,3.0,-8.0,1205.2642581965065
FIGQIV,,Ga8 Ge12 O40,3.0,-6.0,1319.5907989077352
FIGVOH,,Zn2 P4 H4 O16,1.0,-4.0,640.9090745984374
FIGVUN,,Zn4 P6 H4 O24,2.0,-3.0,741.682134486948
FIHGAH,,Co4 P4 H8 C12 O36,1.0,-8.0,1487.9468286928743
FIHGEL,,Co8 P8 H16 C16 O56,2.0,-8.0,1890.0499353149507
FIJGEK,,Al28 P28 H8 O120,3.0,0.0,3011.7873082403316
FIJRIA,,V4 P4 H4 C4 O28,2.0,-4.0,935.0749134438171
FIJYED,,Al16 P16 O68,3.0,-8.0,1759.605411787466
FIJYIH,,Al8 P8 O40,2.0,-8.0,1206.515637774974
FIJYON,,Al66 P72 O288,3.0,0.0,7253.230466846118
FIKFAH,,Zn4 P6 O24,2.0,-4.0,733.2100997480827
FILQIA,,Fe4 P8 O34,1.0,-6.0,996.6713598793611
FINSAX,,Mo16 O52,1.0,-8.0,1489.6730274858385
FIPMUO,,Y4 S10 O40,2.0,-8.0,1422.3344774632433
